# Xorshift64* seed is 10950631797790100850
# Matrix size is 1000 x 1000
# Probability of a cell to be non-empty is 17.000000%
# Collecting statistics over 100 iterations
# Size Count CountPerIteration
1 	 56643.920
2 	 18812.560
3 	 8404.800
4 	 4195.010
5 	 2241.930
6 	 1242.450
7 	 715.570
8 	 419.220
9 	 243.210
10 	 150.150
11 	 91.680
12 	 54.960
13 	 33.990
14 	 20.780
15 	 13.350
16 	 8.460
17 	 5.380
18 	 3.340
19 	 2.300
20 	 1.100
21 	 0.900
22 	 0.480
23 	 0.390
24 	 0.230
25 	 0.130
26 	 0.150
27 	 0.040
28 	 0.010
29 	 0.040
30 	 0.010
31 	 0.000
32 	 0.000
33 	 0.010
34 	 0.010
35 	 0.000
37 	 0.000
38 	 0.010
39 	 0.000
