# Xorshift64* seed is 14587686616135227153
# Matrix size is 1000 x 1000
# Probability of a cell to be non-empty is 58.000000%
# Collecting statistics over 100 iterations
# Size Count CountPerIteration
1 	 4656.230
2 	 1200.210
3 	 554.380
4 	 305.000
5 	 188.460
6 	 125.090
7 	 88.210
8 	 62.830
9 	 47.360
10 	 37.020
11 	 28.700
12 	 22.330
13 	 18.270
14 	 15.550
15 	 12.880
16 	 11.140
17 	 9.260
18 	 8.190
19 	 6.400
20 	 5.610
21 	 4.800
22 	 4.150
23 	 3.840
24 	 3.210
25 	 2.600
26 	 2.870
27 	 2.340
28 	 2.390
29 	 2.040
30 	 1.540
31 	 1.550
32 	 1.230
33 	 1.210
34 	 1.300
35 	 1.210
36 	 1.180
37 	 0.910
38 	 0.970
39 	 0.650
40 	 0.750
41 	 0.730
42 	 0.580
43 	 0.620
44 	 0.470
45 	 0.530
46 	 0.570
47 	 0.450
48 	 0.460
49 	 0.490
50 	 0.410
51 	 0.340
52 	 0.210
53 	 0.320
54 	 0.310
55 	 0.260
56 	 0.210
57 	 0.370
58 	 0.180
59 	 0.180
60 	 0.190
61 	 0.160
62 	 0.150
63 	 0.140
64 	 0.120
65 	 0.220
66 	 0.120
67 	 0.150
68 	 0.160
69 	 0.050
70 	 0.200
71 	 0.110
72 	 0.070
73 	 0.090
74 	 0.070
75 	 0.110
76 	 0.050
77 	 0.060
78 	 0.070
79 	 0.060
80 	 0.080
81 	 0.140
82 	 0.060
83 	 0.030
84 	 0.060
85 	 0.010
86 	 0.090
87 	 0.070
88 	 0.010
89 	 0.070
90 	 0.060
91 	 0.050
92 	 0.010
93 	 0.070
94 	 0.060
95 	 0.020
96 	 0.010
97 	 0.030
98 	 0.030
99 	 0.020
100 	 0.020
101 	 0.040
102 	 0.050
103 	 0.020
104 	 0.030
105 	 0.020
106 	 0.020
107 	 0.030
108 	 0.010
109 	 0.000
110 	 0.040
111 	 0.030
112 	 0.010
113 	 0.010
114 	 0.020
115 	 0.010
116 	 0.020
117 	 0.010
118 	 0.010
119 	 0.040
120 	 0.000
121 	 0.030
122 	 0.000
123 	 0.010
124 	 0.010
125 	 0.010
126 	 0.010
127 	 0.010
128 	 0.000
129 	 0.010
130 	 0.010
131 	 0.000
132 	 0.020
133 	 0.000
134 	 0.010
135 	 0.000
136 	 0.010
137 	 0.000
138 	 0.010
139 	 0.000
140 	 0.010
141 	 0.020
142 	 0.000
145 	 0.000
146 	 0.020
147 	 0.020
148 	 0.000
149 	 0.000
150 	 0.020
151 	 0.000
156 	 0.000
157 	 0.010
158 	 0.000
159 	 0.010
160 	 0.000
161 	 0.010
162 	 0.000
163 	 0.020
164 	 0.010
165 	 0.010
166 	 0.010
167 	 0.000
169 	 0.000
170 	 0.020
171 	 0.000
172 	 0.010
173 	 0.010
174 	 0.000
178 	 0.000
179 	 0.010
180 	 0.000
181 	 0.000
182 	 0.020
183 	 0.000
184 	 0.000
185 	 0.010
186 	 0.010
187 	 0.000
188 	 0.010
189 	 0.000
191 	 0.000
192 	 0.010
193 	 0.000
195 	 0.000
196 	 0.010
197 	 0.000
209 	 0.000
210 	 0.010
211 	 0.000
212 	 0.010
213 	 0.000
232 	 0.000
233 	 0.010
234 	 0.000
266 	 0.000
267 	 0.010
268 	 0.000
271 	 0.000
272 	 0.010
273 	 0.000
274 	 0.010
275 	 0.000
276 	 0.000
277 	 0.010
278 	 0.000
292 	 0.000
293 	 0.010
294 	 0.000
295 	 0.000
296 	 0.010
297 	 0.000
308 	 0.000
309 	 0.010
310 	 0.000
317 	 0.000
318 	 0.010
319 	 0.000
451 	 0.000
452 	 0.010
453 	 0.000
560736 	 0.000
560737 	 0.010
560738 	 0.000
560834 	 0.000
560835 	 0.010
560836 	 0.000
561008 	 0.000
561009 	 0.010
561010 	 0.000
561092 	 0.000
561093 	 0.010
561094 	 0.000
561125 	 0.000
561126 	 0.010
561127 	 0.000
561167 	 0.000
561168 	 0.010
561169 	 0.000
561200 	 0.000
561201 	 0.010
561202 	 0.000
561249 	 0.000
561250 	 0.010
561251 	 0.000
561510 	 0.000
561511 	 0.010
561512 	 0.000
561626 	 0.000
561627 	 0.010
561628 	 0.000
561651 	 0.000
561652 	 0.010
561653 	 0.000
561709 	 0.000
561710 	 0.010
561711 	 0.000
561756 	 0.000
561757 	 0.010
561758 	 0.000
561788 	 0.000
561789 	 0.010
561790 	 0.000
561806 	 0.000
561807 	 0.010
561808 	 0.000
561834 	 0.000
561835 	 0.010
561836 	 0.000
561891 	 0.000
561892 	 0.010
561893 	 0.000
561961 	 0.000
561962 	 0.010
561963 	 0.000
562011 	 0.000
562012 	 0.010
562013 	 0.000
562018 	 0.000
562019 	 0.010
562020 	 0.000
562028 	 0.000
562029 	 0.010
562030 	 0.000
562058 	 0.000
562059 	 0.010
562060 	 0.000
562062 	 0.000
562063 	 0.010
562064 	 0.000
562086 	 0.000
562087 	 0.010
562088 	 0.000
562110 	 0.000
562111 	 0.010
562112 	 0.000
562135 	 0.000
562136 	 0.010
562137 	 0.000
562138 	 0.000
562139 	 0.010
562140 	 0.000
562189 	 0.000
562190 	 0.010
562191 	 0.010
562192 	 0.000
562198 	 0.000
562199 	 0.010
562200 	 0.000
562206 	 0.000
562207 	 0.010
562208 	 0.000
562220 	 0.000
562221 	 0.010
562222 	 0.000
562231 	 0.000
562232 	 0.010
562233 	 0.010
562234 	 0.000
562235 	 0.000
562236 	 0.010
562237 	 0.000
562250 	 0.000
562251 	 0.010
562252 	 0.000
562286 	 0.000
562287 	 0.010
562288 	 0.000
562303 	 0.000
562304 	 0.010
562305 	 0.000
562334 	 0.000
562335 	 0.010
562336 	 0.000
562408 	 0.000
562409 	 0.010
562410 	 0.000
562423 	 0.000
562424 	 0.010
562425 	 0.010
562426 	 0.000
562427 	 0.000
562428 	 0.010
562429 	 0.000
562451 	 0.000
562452 	 0.010
562453 	 0.000
562493 	 0.000
562494 	 0.010
562495 	 0.000
562511 	 0.000
562512 	 0.010
562513 	 0.000
562551 	 0.000
562552 	 0.010
562553 	 0.000
562569 	 0.000
562570 	 0.010
562571 	 0.000
562593 	 0.000
562594 	 0.010
562595 	 0.000
562619 	 0.000
562620 	 0.010
562621 	 0.000
562672 	 0.000
562673 	 0.010
562674 	 0.000
562676 	 0.000
562677 	 0.010
562678 	 0.000
562685 	 0.000
562686 	 0.010
562687 	 0.000
562724 	 0.000
562725 	 0.010
562726 	 0.000
562755 	 0.000
562756 	 0.010
562757 	 0.000
562758 	 0.020
562759 	 0.000
562788 	 0.000
562789 	 0.010
562790 	 0.000
562796 	 0.000
562797 	 0.010
562798 	 0.000
562799 	 0.000
562800 	 0.010
562801 	 0.000
562814 	 0.000
562815 	 0.010
562816 	 0.000
562849 	 0.000
562850 	 0.010
562851 	 0.000
562853 	 0.000
562854 	 0.010
562855 	 0.000
562912 	 0.000
562913 	 0.010
562914 	 0.000
562928 	 0.000
562929 	 0.010
562930 	 0.000
562936 	 0.000
562937 	 0.010
562938 	 0.000
562985 	 0.000
562986 	 0.010
562987 	 0.000
563096 	 0.000
563097 	 0.010
563098 	 0.000
563100 	 0.000
563101 	 0.010
563102 	 0.000
563157 	 0.000
563158 	 0.010
563159 	 0.000
563191 	 0.000
563192 	 0.010
563193 	 0.000
563247 	 0.000
563248 	 0.010
563249 	 0.000
563277 	 0.000
563278 	 0.010
563279 	 0.000
563290 	 0.000
563291 	 0.010
563292 	 0.000
563309 	 0.000
563310 	 0.010
563311 	 0.000
563331 	 0.000
563332 	 0.010
563333 	 0.000
563338 	 0.000
563339 	 0.010
563340 	 0.000
563350 	 0.000
563351 	 0.010
563352 	 0.000
563430 	 0.000
563431 	 0.010
563432 	 0.000
563434 	 0.000
563435 	 0.010
563436 	 0.000
563445 	 0.000
563446 	 0.010
563447 	 0.000
563456 	 0.000
563457 	 0.010
563458 	 0.000
563469 	 0.000
563470 	 0.010
563471 	 0.000
563473 	 0.000
563474 	 0.010
563475 	 0.000
563517 	 0.000
563518 	 0.010
563519 	 0.000
563540 	 0.000
563541 	 0.010
563542 	 0.000
563602 	 0.000
563603 	 0.010
563604 	 0.000
563613 	 0.000
563614 	 0.010
563615 	 0.000
563642 	 0.000
563643 	 0.010
563644 	 0.000
563781 	 0.000
563782 	 0.010
563783 	 0.000
563893 	 0.000
563894 	 0.010
563895 	 0.000
563900 	 0.000
563901 	 0.010
563902 	 0.010
563903 	 0.000
563925 	 0.000
563926 	 0.010
563927 	 0.000
564001 	 0.000
564002 	 0.010
564003 	 0.000
564136 	 0.000
564137 	 0.010
564138 	 0.000
564178 	 0.000
564179 	 0.010
564180 	 0.000
564193 	 0.000
564194 	 0.010
564195 	 0.000
564525 	 0.000
564526 	 0.010
564527 	 0.000
564957 	 0.000
564958 	 0.010
564959 	 0.000
